MBK番号,標本番号,Family,和名,学名,ラベル産地,採集日
MBK-0298704,FOK-001348,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市カシハギ,2002/5/25
MBK-0298659,FOK-001499,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市樽の滝,2002/6/12
MBK-0298658,FOK-001500,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市樽の滝,2002/6/12
MBK-0298472,FOK-001676,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市(旧土佐山村),2001/7/14
MBK-0298471,FOK-001677,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市(旧土佐山村),2001/7/14
MBK-0298458,FOK-001861,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市運動公園,2001/7/28
MBK-0299180,FOK-008982,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市鏡大河内,2001/9/18
MBK-0299073,FOK-009714,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市尾立,2002/1/13
MBK-0299948,FOK-011256,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市介良朝嶺神社,2001/5/12
MBK-0299943,FOK-011378,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市吉野～鷲尾山,2001/6/13
MBK-0299941,FOK-011430,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市吉野～鷲尾山,2001/6/13
MBK-0300125,FOK-013167,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市治国谷,2002/4/14
MBK-0300866,FOK-019666,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市桂浜,2001/8/5
MBK-0300871,FOK-019746,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市桂浜,2001/8/5
MBK-0300848,FOK-020138,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,吾川郡春野町甲殿,2002/6/28
MBK-0195420,1612,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,土佐郡鏡村雪光山,1966/7/30
MBK-0195411,7207,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知県高知市長浜ショウブヶ谷,1977/1/5
MBK-0280186,7208,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知県高知市幸崎火葬場の上,1977/1/5
MBK-0280195,35285,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市小石木町の上,2001/2/11
MBK-0280193,35296,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知県高知市幸崎,2001/2/11
MBK-0195431,39657,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市大津,2000/11/22
MBK-0195444,41220,Dryopteridaceae,イノデ,Polystichum polyblepharon (Roem. ex Kunze) C.Presl,高知市唐岩,2001/10/20
MBK-0235257,FOK-000944,Dryopteridaceae,イノデ,Polystichum polyblepharum (Roem. ex Kunze) C.Presl,土佐郡鏡村白岩,2001/12/5
MBK-0039350,M41-354,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県高知市烏帽子山,1941/12/28
MBK-0115596,s.n.,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県吾川郡春野町森山下西谷,1977/12/18
MBK-0115597,s.n.,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県吾川郡春野町森山城山,1977/11/29
MBK-0025990,1636,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0025781,8804,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0025769,8811,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0025768,8805,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0024025,1073,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県高知市(吉野),1985/9/8
MBK-0298317,FOK-000955,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知市鏡白岩,2001/12/5
MBK-0298299,FOK-001009,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知市鏡葛山,2001/12/9
MBK-0298769,FOK-001070,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知市サコ屋敷,2002/1/8
MBK-0298709,FOK-001313,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知市サコ屋敷,2002/5/11
MBK-0298660,FOK-001498,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知市樽の滝,2002/6/12
MBK-0298419,FOK-002279,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知市七ツ淵,2002/1/12
MBK-0267243,FOS-008670,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県高知市鏡柿ノ又親川内,2014/11/4
MBK-0270103,FOS-009388,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知県高知市土佐山都網新屋敷,2015/5/10
MBK-0195942,32946,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,高知市鷲尾山登山口,1985/3/10
MBK-0195955,38226,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,土佐郡鏡村小川口?谷口,1986/10/26
MBK-0003059,38276,Dryopteridaceae,サイゴクイノデ,Polystichum pseudomakinoi Tagawa,土佐郡土佐山村弘瀬?桑尾,1986/12/7
MBK-0157450,25792,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,吾川郡春野町仁野,1979/9/16
MBK-0117055,FOK-607618,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,土佐郡土佐山村高川,2002/4/29
MBK-0115604,s.n.,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知県吾川郡春野町西分十田,1978/12/10
MBK-0024026,1068,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知県高知市(吉野),1985/9/8
MBK-0024131,M41-352,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知県高知市烏帽子山,1941/12/28
MBK-0025780,8810,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0025779,8806,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0298705,FOK-001347,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知市カシハギ,2002/5/25
MBK-0298642,FOK-001538,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知市中山,2002/6/22
MBK-0298453,FOK-001882,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知市運動公園,2001/7/28
MBK-0299060,FOK-009748,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知市尾立,2002/1/13
MBK-0255979,FOS-006767,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,高知県高知市北秦泉寺 椎野峠?七ツ淵,2014/6/23
MBK-0195511,38225,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,土佐郡鏡村小川口?谷口,1986/10/26
MBK-0195502,38275,Dryopteridaceae,イノデモドキ,Polystichum tagawanum Sa.Kurata,土佐郡土佐山村弘瀬?桑尾,1986/12/7
MBK-0139713,FOK-801345,Dryopteridaceae,ジュウモンジシダ,Polystichum tripteron (Kunze) C.Presl,土佐郡鏡村親川内,2002/5/5
MBK-0139171,FOK-000273,Dryopteridaceae,ジュウモンジシダ,Polystichum tripteron (Kunze) C.Presl,土佐郡鏡村穴川上流,2001/9/2
MBK-0235285,FOK-001679,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,土佐郡土佐山村,2001/7/14
MBK-0298387,FOK-000615,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知市トキド,2001/10/4
MBK-0298342,FOK-000771,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知市土佐山中切,2001/11/4
MBK-0298321,FOK-000950,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知市鏡白岩,2001/12/5
MBK-0298320,FOK-000951,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知市鏡白岩,2001/12/5
MBK-0298772,FOK-001065,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知市サコ屋敷,2002/1/8
MBK-0298710,FOK-001311,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知市サコ屋敷,2002/5/11
MBK-0248256,9466,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知県土佐郡土佐山村 (現 高知市土佐山) 桑尾,1952/12/25
MBK-0268690,2468,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知県高知市土佐山,1933/6/17
MBK-0280235,6396,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,高知県土佐郡土佐山村穴川樽の滝,1976/4/18
MBK-0198216,34893,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,土佐郡土佐山村日比原,2000/7/1
MBK-0198214,39686,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm.,土佐郡鏡村サコ屋敷,2000/12/4
MBK-0030935,39688,Dryopteridaceae,オオキヨズミシダ,Polystichum tsus-simense (Hook.) J.Sm. var. mayebarae (Tagawa) Sa.Kurata,土佐郡鏡村サコ屋敷,2000/12/4
MBK-0037253,24736,Dryopteridaceae,オオキヨズミシダ,Polystichum tsus-simense (Hook.) J.Sm. var. mayebarae (Tagawa) Sa.Kurata,高知市治国谷,1979/3/18
MBK-0037254,24738,Dryopteridaceae,オオキヨズミシダ,Polystichum tsus-simense (Hook.) J.Sm. var. mayebarae (Tagawa) Sa.Kurata,高知市治国谷,1979/3/18
MBK-0028538,23878,Dryopteridaceae,オオキヨズミシダ,Polystichum tsus-simense (Hook.) J.Sm. var. mayebarae (Tagawa) Sa.Kurata,高知市治国谷,1978/8/9
MBK-0027853,2618,Dryopteridaceae,オオキヨズミシダ,Polystichum tsus-simense (Hook.) J.Sm. var. mayebarae (Tagawa) Sa.Kurata,土佐郡土佐山村桑尾,1969/10/19
MBK-0027854,2619,Dryopteridaceae,オオキヨズミシダ,Polystichum tsus-simense (Hook.) J.Sm. var. mayebarae (Tagawa) Sa.Kurata,土佐郡土佐山村桑尾,1969/10/19
MBK-0027211,8019,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,高知市行川,1977/3/13
MBK-0027212,8020,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,高知市行川,1977/3/13
MBK-0027202,4808,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村大穴,1974/8/25
MBK-0027204,4813,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村大穴,1974/8/25
MBK-0027203,4809,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村大穴,1974/8/25
MBK-0027199,2547,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村桑尾,1969/10/19
MBK-0027200,2559,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村桑尾,1969/10/19
MBK-0151208,256,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,古味土佐山村(石灰地),1933/11/19
MBK-0115603,s.n.,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,高知県吾川郡春野町西分治国谷,1978/3/7
MBK-0027851,2630,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村桑尾,1969/10/19
MBK-0027850,2628,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村桑尾,1969/10/19
MBK-0025721,M72-139,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,高知県土佐郡土佐山村弘瀬,1972/8/25
MBK-0034015,1042,Dryopteridaceae,ヒメカナワラビ,Polystichum tsus-simense (Hook.) J.Sm. var. tsus-simense,土佐郡土佐山村,1964/8/5
MBK-0185381,20164,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県高知市筆山から皿が峰,2000/7/7
MBK-0141436,133,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,柏尾山山麗　県道端,1982/7/10
MBK-0115568,s.n.,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県吾川郡春野町森山下西谷,1977/12/1
MBK-0001126,20164,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県高知市筆山から皿が峰,2000/7/7
MBK-0171429,s.n.,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県高知市 六泉寺,1992/10/10
MBK-0032881,2261,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知市五台山,1967/9/6
MBK-0051012,6740,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県高知市神田（高座）,1991/2/17
MBK-0298286,FOK-000216,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知市穴川樽ノ滝,2001/7/7
MBK-0298435,FOK-002193,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知市工石山,2001/10/20
MBK-0299070,FOK-009720,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知市尾立,2002/1/13
MBK-0257404,FOS-007294,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県高知市鏡大河内,2014/4/26
MBK-0267176,FOS-008636,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県高知市鏡柿ノ又中山,2014/10/26
MBK-0270097,FOS-009382,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知県高知市土佐山都網新屋敷,2015/5/10
MBK-0197691,33065,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知市重倉,1985/4/29
MBK-0197527,36098,Blechnaceae,シシガシラ,Blechnum niponicum (Kunze) Makino,高知市針原付近,1982/10/14
MBK-0151207,162,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,横浜(長浜),1932/3/13
MBK-0026278,M41-178,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知県高知市潮江,1941/8/7
MBK-0026283,M76-284,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知県高知市円行寺,1976/9/15
MBK-0026277,M41-101,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知県高知市（鴨田）,1941/5/31
MBK-0165469,6874,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知県高知市 初月,1991/3/10
MBK-0032874,27328,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知市正蓮寺,1980/12/2
MBK-0298301,FOK-001007,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知市鏡葛山,2001/12/9
MBK-0299225,FOK-008787,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知市荒倉神社周辺,2001/9/2
MBK-0299221,FOK-008795,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知市荒倉神社周辺,2001/9/2
MBK-0300467,FOK-013200,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,高知市治国谷,2002/4/14
MBK-0196197,32961,Blechnaceae,オオカグマ,Woodwardia japonica (L.f.) J.Sm.,吾川郡春野町鷲尾山,1985/3/10
MBK-0298349,FOK-000763,Blechnaceae,コモチシダ,Woodwardia orientalis Sw.,高知市土佐山中切,2001/11/4
MBK-0298325,FOK-000945,Blechnaceae,コモチシダ,Woodwardia orientalis Sw.,高知市鏡白岩,2001/12/5
MBK-0298423,FOK-002254,Blechnaceae,コモチシダ,Woodwardia orientalis Sw.,高知市土佐神社,2001/12/15
MBK-0299176,FOK-009012,Blechnaceae,コモチシダ,Woodwardia orientalis Sw.,高知市鏡大河内,2001/9/18
MBK-0300470,FOK-013223,Blechnaceae,コモチシダ,Woodwardia orientalis Sw.,高知市苅松神社,2002/5/11
MBK-0270099,FOS-009384,Blechnaceae,コモチシダ,Woodwardia orientalis Sw.,高知県高知市土佐山都網新屋敷,2015/5/10
MBK-0196249,38269,Blechnaceae,コモチシダ,Woodwardia orientalis Sw.,土佐郡土佐山村弘瀬?桑尾,1986/12/7
MBK-0028199,36136,Blechnaceae,ハチジョウカグマ,Woodwardia orientalis Sw. var. formosana Rosenst.,高知市宗安寺付近,1982/10/14
MBK-0115533,s.n.,Blechnaceae,コモチシダ,Woodwardia orientalis Sw. var. orientalis,高知県吾川郡春野町西分長谷,1978/3/7
MBK-0032900,38223,Blechnaceae,コモチシダ,Woodwardia orientalis Sw. var. orientalis,土佐郡鏡村小川口～谷口,1986/10/26
MBK-0032892,1789,Blechnaceae,コモチシダ,Woodwardia orientalis Sw. var. orientalis,高知市仁井田大平山,1966/12/27
MBK-0139780,FOK-801149,Polypodiaceae,イワヒトデ,Colysis elliptica (Thunb.) Ching,土佐郡鏡村時戸,2002/4/4
MBK-0048057,6784,Polypodiaceae,イワヒトデ,Colysis elliptica (Thunb.) Ching,高知県高知市おおなろ園（囲り）,1991/2/17
MBK-0115552,s.n.,Polypodiaceae,イワヒトデ,Colysis elliptica (Thunb.) Ching,高知県吾川郡春野町森山城山,1977/12/3
MBK-0139240,FOK-800576,Polypodiaceae,イワヒトデ,Colysis elliptica (Thunb.) Ching,高知市柴巻,2001/11/23
MBK-0033722,951,Polypodiaceae,イワヒトデ,Colysis elliptica (Thunb.) Ching,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0046587,1101,Polypodiaceae,イワヒトデ,Colysis elliptica (Thunb.) Ching,高知県高知市神田,1985/9/29
MBK-0038867,M39-001,Polypodiaceae,タカノハウラボシ,Crypsinus engleri (Luerss.) Copel.,高知県土佐郡土佐山村土佐山,不明
MBK-0113935,s.n.,Polypodiaceae,タカノハウラボシ,Crypsinus engleri (Luerss.) Copel.,高知県高知市（旧 土佐山村）七ツ淵,1964/11/18
MBK-0272333,FOS-010202,Polypodiaceae,タカノハウラボシ,Crypsinus engleri (Luerss.) Copel.,高知県高知市北秦泉寺 望六峠,2015/9/2
MBK-0146682,1549,Polypodiaceae,キノクニウラボシ,"Crypsinus engleri (Luerss.) Copel. × C. hastatus (Thunb.) Copel. (C. ×ohorae Nakaike, nom. nud.)",高知市七ツ淵,1966/12/24
MBK-0037355,1548,Polypodiaceae,キノクニウラボシ,"Crypsinus engleri (Luerss.) Copel. × C. hastatus (Thunb.) Copel. (C. ×ohorae Nakaike, nom. nud.)",高知市七ツ淵,1966/12/24
MBK-0048085,6800,Polypodiaceae,ミツデウラボシ,Crypsinus hastatus (Thunb.) Copel.,高知県高知市神田石立（八幡宮）,1991/2/17
MBK-0115566,s.n.,Polypodiaceae,ミツデウラボシ,Crypsinus hastatus (Thunb.) Copel.,高知県吾川郡春野町森山八幡宮東谷,1977/12/17
MBK-0001125,20155,Polypodiaceae,ミツデウラボシ,Crypsinus hastatus (Thunb.) Copel.,高知県高知市筆山から皿が峰,2000/7/7
MBK-0113940,s.n.,Polypodiaceae,ミツデウラボシ,Crypsinus hastatus (Thunb.) Copel.,高知県高知市（旧 土佐山村）七ツ淵,1964/11/18
MBK-0036731,1596,Polypodiaceae,ミツデウラボシ,Crypsinus hastatus (Thunb.) Copel.,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0267173,FOS-008633,Polypodiaceae,ミツデウラボシ,Crypsinus hastatus (Thunb.) Copel.,高知県高知市鏡的渕畑川,2014/10/25
MBK-0248395,9876,Polypodiaceae,アオネカズラ,Goniophlebium niponicum (Mett.) Bedd.,高知県土佐郡土佐山村 (現 高知市土佐山) 菖蒲,1953/4/19
MBK-0115550,s.n.,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県吾川郡春野町森山城山谷,1978/1/15
MBK-0001127,20151,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県高知市筆山から皿が峰,2000/7/7
MBK-0099269,FOK-613127,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市池,2004/12/7
MBK-0143579,2340,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市城山公園,1984/9/1
MBK-0142035,602,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市三谷,1983/6/19
MBK-0051011,6737,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県高知市神田（高座）,1991/2/17
MBK-0298375,FOK-000629,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市トキド,2001/10/4
MBK-0298311,FOK-000965,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市鏡白岩,2001/12/5
MBK-0298425,FOK-002238,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市土佐神社,2001/12/15
MBK-0299236,FOK-008678,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市荒倉神社周辺,2001/9/2
MBK-0299186,FOK-008965,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市鏡大河内,2001/9/18
MBK-0299954,FOK-011184,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市,2001/5/12
MBK-0300056,FOK-012546,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市丸の内,2002/1/27
MBK-0300135,FOK-012870,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市石立町,2002/3/24
MBK-0300458,FOK-013183,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知市治国谷,2002/4/14
MBK-0257394,FOS-007283,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県高知市鏡小浜,2014/4/18
MBK-0267140,FOS-008599,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県高知市土佐山東川岩屋淵,2014/10/21
MBK-0207383,PRC-00003,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県高知市土佐山都綱 (旧 土佐郡土佐山村都綱),2008/2/12
MBK-0299802,YK-0374,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県高知市土佐山,不明
MBK-0299844,YK-0416,Polypodiaceae,マメヅタ,Lemmaphyllum microphyllum C.Presl,高知県高知市筆山,1966/10/22
MBK-0298417,FOK-002283,Polypodiaceae,ヤノネシダ,Lepidomicrosorium buergerianum (Miq.) Ching et K.H.Shing,高知市七ツ淵,2002/1/12
MBK-0299793,YK-0365,Polypodiaceae,ヤノネシダ,Lepidomicrosorium buergerianum (Miq.) Ching et K.H.Shing,高知県高知市土佐山,不明
MBK-0231036,AKI-1030,Polypodiaceae,ヌカボシクリハラン,Lepidomicrosorium superficiale (Blume) Li Wang,高知県高知市鴨田 (旧 土佐郡鴨田村),不明
MBK-0201375,4175,Polypodiaceae,ヌカボシクリハラン,Lepidomicrosorium superficiale (Blume) Li Wang,高知県高知市神田,不明
MBK-0302994,TCCN18-1002,Polypodiaceae,ナガオノキシノブ,Lepisorus angustus Ching,高知県高知市春野町森山,2018/11/11
MBK-0001128,20153,Polypodiaceae,クロノキシノブ,Lepisorus nigripes T.Fujiw. & Seriz.,高知県高知市筆山から皿が峰,2000/7/7
MBK-0089259,FOK-801366,Polypodiaceae,クロノキシノブ,Lepisorus nigripes T.Fujiw. & Seriz.,土佐郡鏡村親川内,2002/5/5
MBK-0089218,FOK-803920,Polypodiaceae,クロノキシノブ,Lepisorus nigripes T.Fujiw. & Seriz.,土佐郡土佐山村赤良峠周辺,2002/10/12
MBK-0089235,FOK-801712,Polypodiaceae,クロノキシノブ,Lepisorus nigripes T.Fujiw. & Seriz.,土佐郡鏡村平家の滝,2002/6/9
MBK-0089245,FOK-801121,Polypodiaceae,クロノキシノブ,Lepisorus nigripes T.Fujiw. & Seriz.,土佐郡鏡村コオナロ,2002/4/4
MBK-0179559,FOK-607398,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,土佐郡土佐山村工石山,2001/8/31
MBK-0139765,FOK-801342,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,土佐郡鏡村親川内,2002/5/5
MBK-0139775,FOK-801738,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,土佐郡鏡村貞永,2002/6/9
MBK-0139777,FOK-801226,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,高知県土佐山村 城,2002/5/3
MBK-0298288,FOK-000131,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,高知市(旧土佐郡鏡村),2001/7/7
MBK-0298432,FOK-002208,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,高知市工石山,2001/10/20
MBK-0267022,FOS-009327,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,高知県高知市土佐山高川,2012/4/1
MBK-0299806,YK-0378,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,高知県高知市土佐山,不明
MBK-0195153,33039,Polypodiaceae,ヒメノキシノブ,Lepisorus onoei (Franch. et Sav.) Ching,土佐郡土佐山村西川の奥,1985/4/29
MBK-0141457,354,Polypodiaceae,ノキシノブ,Lepisorus thunbergianus (Kaufl.) Ching,高知市円行寺柴巻,1982/10/16
MBK-0141596,452,Polypodiaceae,ノキシノブ,Lepisorus thunbergianus (Kaufl.) Ching,高知市七ツ淵,1982/11/23
MBK-0174742,M95-254,Polypodiaceae,ノキシノブ,Lepisorus thunbergianus (Kaufl.) Ching,高知県高知市 旭付近,1996/12/2
