MBK番号,標本番号,Family,和名,学名,ラベル産地,採集日
MBK-0298277,FOK-000243,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市穴川樽ノ滝,2001/7/7
MBK-0298227,FOK-000421,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市カシハギ　平家の滝,2001/9/22
MBK-0298217,FOK-000443,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市カシハギ　平家の滝,2001/9/22
MBK-0298363,FOK-000709,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市ヲモダ,2001/10/16
MBK-0298712,FOK-001287,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市本村,2002/5/10
MBK-0298463,FOK-001703,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市(旧土佐山村),2001/7/14
MBK-0299187,FOK-008963,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市鏡大河内,2001/9/18
MBK-0299061,FOK-009733,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市尾立,2002/1/13
MBK-0195682,1957,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市五台山,1964/2/2
MBK-0195699,36102,Thelypteridaceae,ミゾシダ,Stegnogramma pozoi (Lag.) K.Iwats. subsp. mollissima (Fisch. ex Kunze) K.Iwats.,高知市針原付近,1982/10/14
MBK-0048097,6752,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市神田（高座）,1991/2/17
MBK-0175175,M99-240,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市 五台山,不明
MBK-0039475,M73-006,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市一宮,1973/1/11
MBK-0039626,7305,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市朝倉神社,1991/10/20
MBK-0123556,FOK-606257,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市倉谷,2002/7/13
MBK-0115583,s.n.,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県吾川郡春野町森山下西谷,1978/10/14
MBK-0001114,20166,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市筆山から皿が峰,2000/7/7
MBK-0137825,FOK-011778,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市鹿児神社,2001/7/29
MBK-0137816,FOK-011535,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市西久万,2001/7/1
MBK-0145280,4348,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市城山公園スギの段,1995/8/18
MBK-0142157,1381,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県土佐郡土佐山村大蔭山,1983/10/28
MBK-0036822,33670,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市朝倉,1987/8/18
MBK-0298228,FOK-000420,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市カシハギ　平家の滝,2001/9/22
MBK-0298383,FOK-000620,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市トキド,2001/10/4
MBK-0298756,FOK-001100,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市谷口,2002/1/23
MBK-0299235,FOK-008681,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市荒倉神社周辺,2001/9/2
MBK-0299177,FOK-009004,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市鏡大河内,2001/9/18
MBK-0299075,FOK-009704,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市尾立,2002/1/13
MBK-0299922,FOK-012397,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市仁井田大平山,2001/12/2
MBK-0300875,FOK-019606,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市桂浜,2001/8/5
MBK-0267144,FOS-008603,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市土佐山東川岩屋淵,2014/10/21
MBK-0267168,FOS-008628,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市鏡竹奈呂,2014/10/25
MBK-0187340,20166,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市筆山から皿が峰,2000/7/7
MBK-0265461,1308,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知県高知市土佐山,2007/10/19
MBK-0196781,24728,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市治国谷,1979/3/18
MBK-0198287,40261,Thelypteridaceae,ホシダ,Thelypteris acuminata (Houtt.) C.V.Morton,高知市朝倉高知大構内,2001/7/23
MBK-0053961,s.n.,Thelypteridaceae,アイノコホシダ,Thelypteris acuminata (Houtt.) C.V.Morton × T. parasitica (L.) Tardieu,高知市五台山牧野植物園内から園外へ逸出した株,2003/9/19
MBK-0053965,s.n.,Thelypteridaceae,アイノコホシダ,Thelypteris acuminata (Houtt.) C.V.Morton × T. parasitica (L.) Tardieu,高知市五台山牧野植物園内,2003/9/19
MBK-0053962,s.n.,Thelypteridaceae,アイノコホシダ,Thelypteris acuminata (Houtt.) C.V.Morton × T. parasitica (L.) Tardieu,高知市五台山牧野植物園内から園外へ逸出した株,2003/9/19
MBK-0053964,s.n.,Thelypteridaceae,アイノコホシダ,Thelypteris acuminata (Houtt.) C.V.Morton × T. parasitica (L.) Tardieu,高知市五台山牧野植物園内,2003/9/19
MBK-0053963,s.n.,Thelypteridaceae,アイノコホシダ,Thelypteris acuminata (Houtt.) C.V.Morton × T. parasitica (L.) Tardieu,高知市五台山牧野植物園内から園外へ逸出した株,2003/9/19
MBK-0057447,M41-254,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知県高知市（小高坂山）,1941/10/23
MBK-0057501,M41-349,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知県高知市潮江,1941/12/24
MBK-0151210,84,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,介良村　山地,1932/9/11
MBK-0115588,s.n.,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知県吾川郡春野町森山城山,1977/11/17
MBK-0171399,s.n.,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知県高知市 六泉寺,1992/10/10
MBK-0051010,6736,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知県高知市神田（高座）,1991/2/17
MBK-0051005,6728,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知県高知市神田（高座）,1991/2/17
MBK-0300476,FOK-013350,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知市東孕,2002/5/11
MBK-0301224,FOK-018524,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,吾川郡春野町西畑岐神社,2001/9/22
MBK-0300852,FOK-020115,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,吾川郡春野町甲殿,2002/6/28
MBK-0198349,28396,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知市介良岩屋寺付近,1981/12/6
MBK-0198468,35332,Thelypteridaceae,コハシゴシダ,Thelypteris angustifrons (Miq.) Ching,高知市朝倉城跡付近,2000/6/7
MBK-0136797,FOK-020135,Thelypteridaceae,ヒメハシゴシダ,Thelypteris cystopteroides (D.C.Eaton) Ching,吾川郡春野町甲殿,2002/6/28
MBK-0115587,s.n.,Thelypteridaceae,ゲジゲジシダ,Thelypteris decursivepinnata (H.C.Hall) Ching,高知県吾川郡春野町弘岡中荒倉,1977/11/14
MBK-0139245,FOK-800585,Thelypteridaceae,ゲジゲジシダ,Thelypteris decursivepinnata (H.C.Hall) Ching,高知市柴巻,2001/11/23
MBK-0142158,1380,Thelypteridaceae,ゲジゲジシダ,Thelypteris decursivepinnata (H.C.Hall) Ching,工石山,1983/10/28
MBK-0257403,FOS-007293,Thelypteridaceae,ゲジゲジシダ,Thelypteris decursivepinnata (H.C.Hall) Ching,高知県高知市鏡大河内,2014/4/26
MBK-0267125,FOS-008584,Thelypteridaceae,ゲジゲジシダ,Thelypteris decursive-pinnata (H.C.Hall) Ching,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0031684,41426,Thelypteridaceae,イヌケホシダ,Thelypteris dentata (Forssk.) E.P.St.John,高知市朝倉,2002/2/14
MBK-0058359,7278,Thelypteridaceae,イヌケホシダ,Thelypteris dentata (Forssk.) E.P.St.John,高知県高知市（小高坂山）,1991/10/20
MBK-0039627,M60-011,Thelypteridaceae,イヌケホシダ,Thelypteris dentata (Forssk.) E.P.St.John,高知県高知市五台山（牧野植物園内）,1960/6/1
MBK-0039233,7276,Thelypteridaceae,イヌケホシダ,Thelypteris dentata (Forssk.) E.P.St.John,高知県高知市（小高坂山）,1991/10/20
MBK-0036915,41105,Thelypteridaceae,イヌケホシダ,Thelypteris dentata (Forssk.) E.P.St.John,吾川郡春野町大谷,2001/9/2
MBK-0205112,FOS-000045,Thelypteridaceae,イヌケホシダ,Thelypteris dentata (Forssk.) E.P.St.John,高知県高知市大津 (舟戸),2008/6/8
MBK-0267194,FOS-008988,Thelypteridaceae,イヌケホシダ,Thelypteris dentata (Forssk.) E.P.St.John,高知県高知市本町,2015/7/22
MBK-0267152,FOS-008611,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (Christ) Ching var. glabrata (Christ) K.Iwats.,高知県高知市鏡敷ノ山坂口,2014/10/25
MBK-0272328,FOS-010197,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (Christ) Ching var. glabrata (Christ) K.Iwats.,高知県高知市北秦泉寺 望六峠,2015/9/2
MBK-0298248,FOK-000366,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (H.Christ) Ching,高知市カシハギ　平家の滝,2001/9/22
MBK-0298209,FOK-000474,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (H.Christ) Ching,高知市カシハギ　平家の滝,2001/9/22
MBK-0298322,FOK-000949,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (H.Christ) Ching,高知市鏡白岩,2001/12/5
MBK-0298464,FOK-001701,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (H.Christ) Ching,高知市(旧土佐山村),2001/7/14
MBK-0198481,35612,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (H.Christ) Ching,土佐郡土佐山村梶谷,2000/7/24
MBK-0115589,s.n.,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (H.Christ) Ching var. glabrata (H.Christ) K.Iwats.,高知県吾川郡春野町西分柏尾山北西谷,1978/12/24
MBK-0139177,FOK-000712,Thelypteridaceae,イブキシダ,Thelypteris esquirolii (H.Christ) Ching var. glabrata (H.Christ) K.Iwats.,高知県土佐山村 橋詰,2001/10/16
MBK-0173818,s.n.,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,高知県高知市 五台山,不明
MBK-0139818,FOK-802050,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,土佐郡土佐山村横平,2002/6/29
MBK-0172988,s.n.,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,高知県高知市 五台山計画地,1996/12/12
MBK-0145285,4357,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,鏡村新宮の森,1995/8/23
MBK-0001108,20173,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,高知県高知市筆山から皿が峰,2000/7/7
MBK-0145235,5274,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,鏡村坂口,1997/8/5
MBK-0298247,FOK-000367,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,高知市カシハギ　平家の滝,2001/9/22
MBK-0198321,1786,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,高知市仁井田大平山,1966/12/27
MBK-0198319,24750,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,吾川郡春野町森山間焼却場の奥,1979/3/18
MBK-0198341,35343,Thelypteridaceae,ハシゴシダ,Thelypteris glanduligera (Kunze) Ching,高知市朝倉城跡付近,2000/6/7
未登録,FOS-019310,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H. Ito) Tagawa,高知県高知市（旧土佐郡土佐山村）工石山（工石神社～山頂）,2019/9/3
未登録,FOS-019311,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H. Ito) Tagawa,高知県高知市（旧土佐郡土佐山村）工石山山頂～サイの河原,2019/9/3
MBK-0028973,37551,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H.Ito) Tagawa,土佐郡土佐山村工石山,1980/11/19
MBK-0028972,36942,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H.Ito) Tagawa,土佐郡土佐山村工石山,1979/9/19
MBK-0028971,36941,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H.Ito) Tagawa,土佐郡土佐山村工石山,1979/9/19
MBK-0057935,6531,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H.Ito) Tagawa,高知県土佐郡土佐山村工石山（城～工石山～城）,1990/9/9
MBK-0139000,FOK-002179,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H.Ito) Tagawa,土佐郡土佐山村工石山,2001/10/20
MBK-0036932,35559,Thelypteridaceae,ヨコグラヒメワラビ,Thelypteris hattorii (H.Ito) Tagawa,土佐郡土佐山村工石山,2000/7/8
MBK-0057527,M62-133,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知県高知市（鴨田）,不明
MBK-0057523,M61-118,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知県高知市（鴨田岩ガラ）,1961/10/1
MBK-0057502,M41-219,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知県高知市（鴨田）,1941/9/8
MBK-0039428,6530,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知県土佐郡土佐山村工石山（城～工石山～城）,1990/9/9
MBK-0039432,6528,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知県土佐郡土佐山村工石山（城～工石山～城）,1990/9/9
MBK-0001109,20160,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知県高知市筆山から皿が峰,2000/7/7
MBK-0139001,FOK-002182,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,土佐郡土佐山村工石山,2001/10/20
MBK-0037460,35335,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知市朝倉城跡付近,2000/6/7
MBK-0171472,s.n.,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知県高知市 六泉寺,1992/10/10
MBK-0298287,FOK-000141,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知市(旧土佐郡鏡村),2001/7/7
MBK-0298639,FOK-001543,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知市中山,2002/6/22
MBK-0264968,s.n.,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,土佐高知市八軒町,不明
MBK-0198466,24053,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知市大津,1978/12/2
MBK-0198314,35558,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,土佐郡土佐山村工石山,2000/7/8
MBK-0201667,41224,Thelypteridaceae,ハリガネワラビ,Thelypteris japonica (Baker) Ching,高知市宗安寺,2001/10/20
MBK-0039427,8802,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0115580,s.n.,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知県吾川郡春野町森山城山,1977/11/17
MBK-0139236,FOK-800568,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知市柴巻,2001/11/23
MBK-0039234,7303,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知県高知市朝倉神社,1991/10/20
MBK-0136804,FOK-020145,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,吾川郡春野町甲殿,2002/6/28
MBK-0298285,FOK-000217,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知市穴川樽ノ滝,2001/7/7
MBK-0298253,FOK-000335,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知市本村,2001/9/18
MBK-0298452,FOK-001889,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知市運動公園,2001/7/28
MBK-0298450,FOK-001908,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知市久礼野,2001/8/11
MBK-0267124,FOS-008583,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0267158,FOS-008617,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知県高知市鏡敷ノ山坂口,2014/10/25
MBK-0267997,FOS-008618,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知県高知市鏡敷ノ山坂口,2014/10/25
MBK-0272327,FOS-010196,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知県高知市北秦泉寺 望六峠,2015/9/2
MBK-0196611,35350,Thelypteridaceae,ヤワラシダ,Thelypteris laxa (Franch. et Sav.) Ching,高知市朝倉城跡付近,2000/6/7
MBK-0057520,M61-068,Thelypteridaceae,ヒメヤワラシダ,Thelypteris sp.,高知県土佐郡土佐山村赤良木峠,1961/7/27
MBK-0267177,FOS-008637,Thelypteridaceae,ヒメワラビ,Thelypteris torresiana (Gaudich.) Alston var. calvata (Baker) K. Iwats.,高知県高知市鏡柿ノ又中山,2014/10/26
MBK-0115581,s.n.,Thelypteridaceae,ヒメワラビ,Thelypteris torresiana (Gaudich.) Alston var. calvata (Baker) K.Iwats.,高知県吾川郡春野町森山下西谷,1978/8/14
MBK-0020532,949,Thelypteridaceae,ヒメワラビ,Thelypteris torresiana (Gaudich.) Alston var. calvata (Baker) K.Iwats.,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0020531,949,Thelypteridaceae,ヒメワラビ,Thelypteris torresiana (Gaudich.) Alston var. calvata (Baker) K.Iwats.,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0020544,92-053,Thelypteridaceae,ヒメワラビ,Thelypteris torresiana (Gaudich.) Alston var. calvata (Baker) K.Iwats.,高知県高知市（一ノ谷）,1992/8/20
MBK-0031714,35611,Thelypteridaceae,アラゲヒメワラビ,Thelypteris torresiana (Gaudich.) Alston var. torresiana,土佐郡土佐山村梶谷,2000/7/24
MBK-0160678,M80-367,Thelypteridaceae,ミドリヒメワラビ,Thelypteris viridifrons Tagawa,高知県高知市 丸ノ内（図書館前）,1980/8/10
MBK-0101277,FOK-801295,Thelypteridaceae,ミドリヒメワラビ,Thelypteris viridifrons Tagawa,土佐郡鏡村柿ノ又,2002/5/5
MBK-0101730,FOK-801721,Thelypteridaceae,ミドリヒメワラビ,Thelypteris viridifrons Tagawa,土佐郡鏡村貞永,2002/6/9
MBK-0020535,M86-037,Thelypteridaceae,ミドリヒメワラビ,Thelypteris viridifrons Tagawa,高知県高知市五台山,1986/7/31
MBK-0267156,FOS-008615,Thelypteridaceae,ミドリヒメワラビ,Thelypteris viridifrons Tagawa,高知県高知市鏡敷ノ山坂口,2014/10/25
MBK-0030960,35594,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,土佐郡土佐山村梶谷,2000/7/24
MBK-0030959,35593,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,土佐郡土佐山村梶谷,2000/7/24
MBK-0030958,35563,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,土佐郡土佐山村高川,2000/7/24
MBK-0030961,35596,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,土佐郡土佐山村梶谷,2000/7/24
MBK-0182471,s.n.,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,高知県土佐山村 高川,2001/11/1
MBK-0184963,s.n.,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,高知県土佐山村 高川地区,2000/2/14
MBK-0175061,M00-001,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,高知県土佐山村 高川,2000/2/14
MBK-0039906,941,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0039905,941,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0039907,M72-240,Aspleniaceae,ハヤマシダ,Asplenium ×shikokianum Makino,高知県高知市一宮（西谷）,1972/10/4
